geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0007423	sensory organ development	http://amigo.geneontology.org/amigo/term/GO:0007423	487	19	5.8633447578873366	3.2404712300843834	5.648458080555698e-6	9.365143497561348e-4	33281;33432;35085;37038;39013;41709;41783;42380;42757;43087;43434;43442;43656;43892;44531;44849;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0011666;FLYBASE:FBgn0028671;FLYBASE:FBgn0038197;FLYBASE:FBgn0038755;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0045595	regulation of cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0045595	277	14	3.3350030758414624	4.197897177791246	6.005721747590625e-6	9.574506401447363e-4	31912;33432;35085;37038;38149;41783;42066;42757;43604;43892;44018;44275;45307;48973	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0014141;FLYBASE:FBgn0029123;FLYBASE:FBgn0035205;FLYBASE:FBgn0041184;FLYBASE:FBgn0085447;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0007560	imaginal disc morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0007560	403	17	4.852008085068987	3.503703972034558	6.61791171427092e-6	0.0010159720020612207	31912;32729;32905;33281;33432;35085;37890;38338;38736;39013;39039;39385;42380;42757;42990;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0048663	neuron fate commitment	http://amigo.geneontology.org/amigo/term/GO:0048663	111	9	1.3364091747956763	6.7344643913986975	7.302903791029903e-6	0.0010810905790649623	33281;33432;35085;37038;41783;42757;43087;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0011666;FLYBASE:FBgn0041184;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0035295	tube development	http://amigo.geneontology.org/amigo/term/GO:0035295	245	13	2.9497319623868528	4.407180098316699	7.786912137952812e-6	0.0011129914073039452	33281;33432;37038;37890;39039;42743;42757;42990;43420;43442;43604;44849;45307	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0010113;FLYBASE:FBgn0028671;FLYBASE:FBgn0028789;FLYBASE:FBgn0039257;FLYBASE:FBgn0039620;FLYBASE:FBgn0259211;FLYBASE:FBgn0262975
GO:0001752	compound eye photoreceptor fate commitment	http://amigo.geneontology.org/amigo/term/GO:0001752	86	8	1.0354161174092626	7.726362247496181	8.664422428060597e-6	0.0011585171278810057	33432;35085;37038;41783;42757;43087;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0011666;FLYBASE:FBgn0041184;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0042706	eye photoreceptor cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0042706	86	8	1.0354161174092626	7.726362247496181	8.664422428060597e-6	0.0011585171278810057	33432;35085;37038;41783;42757;43087;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0011666;FLYBASE:FBgn0041184;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0031328	positive regulation of cellular biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0031328	654	22	7.873978381228579	2.7940132592245366	1.0487447476062909e-5	0.0013584521808837737	31912;33015;33432;34673;37038;37890;38149;38338;39039;39518;41094;41709;42743;42757;42767;42821;43256;43435;43656;44018;44275;44849	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0025574;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0039633;FLYBASE:FBgn0052296;FLYBASE:FBgn0086708;FLYBASE:FBgn0259211;FLYBASE:FBgn0262975
GO:0009891	positive regulation of biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009891	656	22	7.8980578258194925	2.785494926117144	1.1003796640569922e-5	0.0013821435477321918	31912;33015;33432;34673;37038;37890;38149;38338;39039;39518;41094;41709;42743;42757;42767;42821;43256;43435;43656;44018;44275;44849	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0025574;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0039633;FLYBASE:FBgn0052296;FLYBASE:FBgn0086708;FLYBASE:FBgn0259211;FLYBASE:FBgn0262975
GO:0045165	cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0045165	335	15	4.033306968977942	3.7190325743545047	1.1882172539323714e-5	0.001448576622808729	33281;33432;35085;35975;37038;39039;41783;42757;43087;43434;43656;44018;44849;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004878;FLYBASE:FBgn0011666;FLYBASE:FBgn0028789;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0048522	positive regulation of cellular process	http://amigo.geneontology.org/amigo/term/GO:0048522	1572	38	18.926443448457686	2.007772886833454	1.302046245425861e-5	0.0015217852814740228	31912;32729;32849;33015;33281;33432;34673;35154;35975;37038;37890;38149;38338;38433;38611;38895;39013;39039;39385;39518;41094;41709;41783;42066;42743;42757;42767;42821;43256;43435;43656;43780;43892;44018;44275;44849;45307;48973	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0005640;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0025574;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0039633;FLYBASE:FBgn0039897;FLYBASE:FBgn0052296;FLYBASE:FBgn0085447;FLYBASE:FBgn0086708;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262579;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0032231	regulation of actin filament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0032231	13	4	0.15651638984093505	25.556428972487367	1.3216952987470403e-5	0.0015217852814740228	32729;39385;43780;45307	FLYBASE:FBgn0001085;FLYBASE:FBgn0036257;FLYBASE:FBgn0039897;FLYBASE:FBgn0263706
GO:0001654	eye development	http://amigo.geneontology.org/amigo/term/GO:0001654	396	16	4.767730029000791	3.3558947135589468	2.1495555651027035e-5	0.0022845917480386426	33281;33432;35085;37038;39013;41709;41783;42757;43087;43442;43656;43892;44531;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0011666;FLYBASE:FBgn0028671;FLYBASE:FBgn0038197;FLYBASE:FBgn0041184;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0048880	sensory system development	http://amigo.geneontology.org/amigo/term/GO:0048880	396	16	4.767730029000791	3.3558947135589468	2.1495555651027035e-5	0.0022845917480386426	33281;33432;35085;37038;39013;41709;41783;42757;43087;43442;43656;43892;44531;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0011666;FLYBASE:FBgn0028671;FLYBASE:FBgn0038197;FLYBASE:FBgn0041184;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0150063	visual system development	http://amigo.geneontology.org/amigo/term/GO:0150063	396	16	4.767730029000791	3.3558947135589468	2.1495555651027035e-5	0.0022845917480386426	33281;33432;35085;37038;39013;41709;41783;42757;43087;43442;43656;43892;44531;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0011666;FLYBASE:FBgn0028671;FLYBASE:FBgn0038197;FLYBASE:FBgn0041184;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0010557	positive regulation of macromolecule biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0010557	637	21	7.669303102205817	2.7381888184807894	2.3101422313076028e-5	0.0023938848871925033	31912;33015;33432;34673;37038;37890;38149;38338;39039;41094;41709;42743;42757;42767;42821;43256;43435;43656;44018;44275;44849	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0025574;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0039633;FLYBASE:FBgn0052296;FLYBASE:FBgn0259211;FLYBASE:FBgn0262975
GO:0008283	cell population proliferation	http://amigo.geneontology.org/amigo/term/GO:0008283	314	14	3.7804728007733543	3.7032405039750804	2.476467441444085e-5	0.0024892821309976925	31912;33015;33281;34673;37038;38149;41709;41783;42757;43434;43656;44018;44275;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0029123;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039632;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127
GO:0009790	embryo development	http://amigo.geneontology.org/amigo/term/GO:0009790	542	19	6.525529484137446	2.911641123710507	2.557206403851466e-5	0.0024892821309976925	31912;33281;33432;35975;38433;38736;39013;39039;39385;41094;42066;42162;42743;42757;42990;43656;44275;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003499;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0005640;FLYBASE:FBgn0014141;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0036257;FLYBASE:FBgn0039257;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
GO:0035051	cardiocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0035051	30	5	0.3611916688636963	13.843065693430656	2.6302385982050527e-5	0.0024892821309976925	33432;39039;42757;44849;45307	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0028789
GO:0035120	post-embryonic appendage morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035120	316	14	3.8045522453642677	3.679802272937263	2.6568637484067376e-5	0.0024892821309976925	31912;32729;33281;33432;35085;37890;38338;38736;39013;39385;42380;42757;42990;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0048518	positive regulation of biological process	http://amigo.geneontology.org/amigo/term/GO:0048518	1750	40	21.06951401704895	1.8984775808133474	2.702477584919087e-5	0.0024892821309976925	31912;32729;32849;33015;33281;33432;34673;35085;35154;35975;37038;37890;38149;38338;38433;38611;38895;39013;39039;39385;39518;41094;41709;41783;42066;42743;42757;42767;42821;42952;43256;43435;43656;43780;43892;44018;44275;44849;45307;48973	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0005640;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0025574;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0031091;FLYBASE:FBgn0035205;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0039225;FLYBASE:FBgn0039633;FLYBASE:FBgn0039897;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0085447;FLYBASE:FBgn0086708;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262579;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0035114	imaginal disc-derived appendage morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035114	325	14	3.9129097460233764	3.5779000561482315	3.619798709235291e-5	0.003261753402126148	31912;32729;33281;33432;35085;37890;38338;38736;39013;39385;42380;42757;42990;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0023051	regulation of signaling	http://amigo.geneontology.org/amigo/term/GO:0023051	927	26	11.160822567888214	2.3295773982472303	3.740742059709028e-5	0.0032990161356370043	32328;32729;32849;33275;33432;35085;35154;35975;38433;38611;38895;39013;39763;40913;41094;41709;41713;41783;42757;42821;42952;43434;43729;43838;44275;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0005640;FLYBASE:FBgn0015772;FLYBASE:FBgn0019985;FLYBASE:FBgn0025574;FLYBASE:FBgn0029123;FLYBASE:FBgn0030512;FLYBASE:FBgn0030941;FLYBASE:FBgn0036570;FLYBASE:FBgn0038197;FLYBASE:FBgn0038201;FLYBASE:FBgn0039225;FLYBASE:FBgn0039632;FLYBASE:FBgn0039862;FLYBASE:FBgn0041184;FLYBASE:FBgn0046113;FLYBASE:FBgn0051146;FLYBASE:FBgn0262127;FLYBASE:FBgn0262579;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0035107	appendage morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035107	327	14	3.9369891906142893	3.5560168753766828	3.871347434121956e-5	0.003343069815507398	31912;32729;33281;33432;35085;37890;38338;38736;39013;39385;42380;42757;42990;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0010646	regulation of cell communication	http://amigo.geneontology.org/amigo/term/GO:0010646	932	26	11.221021179365497	2.3170796654240156	4.099295507841782e-5	0.00346766936326616	32328;32729;32849;33275;33432;35085;35154;35975;38433;38611;38895;39013;39763;40913;41094;41709;41713;41783;42757;42821;42952;43434;43729;43838;44275;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0005640;FLYBASE:FBgn0015772;FLYBASE:FBgn0019985;FLYBASE:FBgn0025574;FLYBASE:FBgn0029123;FLYBASE:FBgn0030512;FLYBASE:FBgn0030941;FLYBASE:FBgn0036570;FLYBASE:FBgn0038197;FLYBASE:FBgn0038201;FLYBASE:FBgn0039225;FLYBASE:FBgn0039632;FLYBASE:FBgn0039862;FLYBASE:FBgn0041184;FLYBASE:FBgn0046113;FLYBASE:FBgn0051146;FLYBASE:FBgn0262127;FLYBASE:FBgn0262579;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0032989	cellular anatomical entity morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0032989	565	19	6.802443096932946	2.7931141399134423	4.514904658666001e-5	0.0036416386099965307	32849;33281;33432;35154;35975;37254;39013;41094;41709;41788;42066;42743;43256;43417;43469;43892;44275;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0085447;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263929;FLYBASE:FBgn0263930
GO:0001754	eye photoreceptor cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0001754	210	11	2.528341682045874	4.35067778936392	4.516578729206448e-5	0.0036416386099965307	33281;33432;35085;37038;41783;42757;43087;44531;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0011666;FLYBASE:FBgn0041184;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0266098
GO:0048737	imaginal disc-derived appendage development	http://amigo.geneontology.org/amigo/term/GO:0048737	332	14	3.997187802091572	3.5024624043619736	4.5685212960149475e-5	0.0036416386099965307	31912;32729;33281;33432;35085;37890;38338;38736;39013;39385;42380;42757;42990;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0048736	appendage development	http://amigo.geneontology.org/amigo/term/GO:0048736	335	14	4.033306968977942	3.471097069397538	5.0376889517660396e-5	0.0038196290273059853	31912;32729;33281;33432;35085;37890;38338;38736;39013;39385;42380;42757;42990;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0020251;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0009880	embryonic pattern specification	http://amigo.geneontology.org/amigo/term/GO:0009880	213	11	2.5644608489322436	4.289400637401049	5.1396720902208704e-5	0.0038196290273059853	31912;33432;35975;38736;39013;41094;42743;43656;44275;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003165;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0020251;FLYBASE:FBgn0029123;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
GO:0045944	positive regulation of transcription by RNA polymerase II	http://amigo.geneontology.org/amigo/term/GO:0045944	380	15	4.575094472273486	3.2786208221283135	5.159950578956025e-5	0.0038196290273059853	31912;34673;37038;37890;38149;38338;39039;41709;42743;42757;42767;43656;44018;44275;44849	FLYBASE:FBgn0000233;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039078;FLYBASE:FBgn0052296;FLYBASE:FBgn0259211;FLYBASE:FBgn0262975
GO:0070848	response to growth factor	http://amigo.geneontology.org/amigo/term/GO:0070848	110	8	1.3243694525002196	6.0406104844061055	5.2525658517838637e-5	0.0038196290273059853	33432;37038;38736;39013;39763;42757;43729;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0003118;FLYBASE:FBgn0020251;FLYBASE:FBgn0036570;FLYBASE:FBgn0039862;FLYBASE:FBgn0259211;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0071363	cellular response to growth factor stimulus	http://amigo.geneontology.org/amigo/term/GO:0071363	110	8	1.3243694525002196	6.0406104844061055	5.2525658517838637e-5	0.0038196290273059853	33432;37038;38736;39013;39763;42757;43729;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0003118;FLYBASE:FBgn0020251;FLYBASE:FBgn0036570;FLYBASE:FBgn0039862;FLYBASE:FBgn0259211;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0031175	neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0031175	476	17	5.730907812637314	2.9663712200208554	5.61392618188997e-5	0.004012021383436884	32849;35154;35975;37254;39013;41094;41709;42066;42743;43256;43417;43469;43789;43892;44275;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0085447;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
GO:0048667	cell morphogenesis involved in neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0048667	430	16	5.177080587046313	3.0905448989984725	5.813283762105149e-5	0.004084078168462008	32849;35154;35975;37254;39013;41094;41709;42066;42743;43256;43417;43469;43892;44275;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0085447;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
GO:0048812	neuron projection morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048812	434	16	5.22523947622814	3.062060614215076	6.4883882225151e-5	0.004482394863720848	32849;35154;35975;37254;39013;41094;41709;42066;42743;43256;43417;43469;43892;44275;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0085447;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
GO:0120039	plasma membrane bounded cell projection morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0120039	436	16	5.249318920819053	3.048014464608585	6.85115631688283e-5	0.004604815132875182	32849;35154;35975;37254;39013;41094;41709;42066;42743;43256;43417;43469;43892;44275;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0085447;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930
