geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0048731	system development	http://amigo.geneontology.org/amigo/term/GO:0048731	1507	49	18.14386149925301	2.7006378990501747	1.4877749493919703e-11	6.166827165229717e-8	31912;32849;33281;33432;34673;35085;35154;35975;37038;37254;37890;38149;38338;38470;38605;38736;39013;39039;39385;40913;41094;41709;41783;41876;42066;42162;42380;42743;42757;42990;43033;43087;43256;43417;43420;43434;43442;43469;43604;43656;43789;43892;44018;44275;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003499;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0020251;FLYBASE:FBgn0028671;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0035205;FLYBASE:FBgn0035482;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0038331;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0039294;FLYBASE:FBgn0039617;FLYBASE:FBgn0039620;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0051146;FLYBASE:FBgn0052296;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0009653	anatomical structure morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0009653	1560	47	18.781966780912207	2.502400336889388	6.530104459576665e-10	1.3533641492472639e-6	31912;32729;32849;32905;33281;33283;33432;34222;35085;35154;35975;37038;37254;37890;38338;38433;38736;39013;39039;39385;41094;41709;41783;41788;41876;42066;42162;42380;42743;42757;42990;43087;43256;43417;43420;43434;43442;43469;43604;43656;43892;44275;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003499;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0005640;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0011705;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0020251;FLYBASE:FBgn0028671;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0038331;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0039617;FLYBASE:FBgn0039620;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263706;FLYBASE:FBgn0263929;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0048699	generation of neurons	http://amigo.geneontology.org/amigo/term/GO:0048699	879	33	10.5829158977063	3.118233227871752	2.574937563055371e-9	3.5577053996215045e-6	31912;32849;33281;33432;34673;35085;35154;35975;37038;37254;38149;38605;39013;41094;41709;41783;42066;42743;42757;43087;43256;43417;43469;43604;43656;43789;43892;44018;44275;44531;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0041184;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0007399	nervous system development	http://amigo.geneontology.org/amigo/term/GO:0007399	1166	38	14.038316196502329	2.706877339710283	6.217427573971556e-9	6.442809323528025e-6	31912;32849;33281;33432;34673;35085;35154;35975;37038;37254;38149;38470;38605;39013;39385;40913;41094;41709;41783;42066;42162;42743;42757;43087;43256;43417;43434;43469;43604;43656;43789;43892;44018;44275;44531;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003499;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0035205;FLYBASE:FBgn0035482;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0051146;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0060541	respiratory system development	http://amigo.geneontology.org/amigo/term/GO:0060541	258	17	3.106248352227788	5.472839925309795	1.2109169506740302e-8	1.003850152108771e-5	33432;35975;37038;37890;38338;38736;39013;41876;42162;42380;42757;43033;43420;43442;43604;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003499;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028671;FLYBASE:FBgn0038331;FLYBASE:FBgn0038755;FLYBASE:FBgn0039294;FLYBASE:FBgn0039620;FLYBASE:FBgn0052296;FLYBASE:FBgn0259211;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0022008	neurogenesis	http://amigo.geneontology.org/amigo/term/GO:0022008	947	33	11.401617013797345	2.8943263012663887	1.6417471769222613e-8	1.1341736747237957e-5	31912;32849;33281;33432;34673;35085;35154;35975;37038;37254;38149;38605;39013;41094;41709;41783;42066;42743;42757;43087;43256;43417;43469;43604;43656;43789;43892;44018;44275;44531;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0041184;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0030182	neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0030182	808	30	9.728095614728886	3.083851268338513	2.07733060218524e-8	1.2300764780082598e-5	31912;32849;33281;33432;35085;35154;35975;37038;37254;38605;39013;41094;41709;41783;42066;42743;42757;43087;43256;43417;43469;43604;43789;43892;44018;44275;44531;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0041184;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0048513	animal organ development	http://amigo.geneontology.org/amigo/term/GO:0048513	1199	37	14.435627032252395	2.5631030725117645	4.484836928752448e-8	2.1995122072127535e-5	31912;32729;32905;33281;33432;35085;35975;37038;37890;38149;38338;38736;39013;39039;39385;41709;41783;41876;42066;42162;42380;42757;42770;42990;43087;43434;43442;43604;43656;43789;43892;44018;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003499;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0020251;FLYBASE:FBgn0028671;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0035205;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0038331;FLYBASE:FBgn0038755;FLYBASE:FBgn0039081;FLYBASE:FBgn0039257;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0007424	open tracheal system development	http://amigo.geneontology.org/amigo/term/GO:0007424	249	16	2.997890851568679	5.337085568551578	4.7757804257936746e-8	2.1995122072127535e-5	33432;35975;37038;37890;38338;38736;39013;42162;42380;42757;43033;43420;43442;43604;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003499;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028671;FLYBASE:FBgn0038755;FLYBASE:FBgn0039294;FLYBASE:FBgn0039620;FLYBASE:FBgn0052296;FLYBASE:FBgn0259211;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0009887	animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0009887	765	28	9.210387556024255	3.0400457993416343	9.167701027384483e-8	3.8000120758508684e-5	31912;32729;32905;33281;33432;35085;37038;37890;38338;38736;39013;39039;39385;41709;41783;41876;42380;42757;42990;43087;43434;43604;43656;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0036257;FLYBASE:FBgn0038197;FLYBASE:FBgn0038331;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0007552	metamorphosis	http://amigo.geneontology.org/amigo/term/GO:0007552	480	21	5.779066701819141	3.633804744525547	2.6535611081417465e-7	9.999100721134126e-5	31912;32729;32905;33281;33283;33432;35085;37890;38338;38433;38605;38736;39013;39039;39385;42380;42757;42990;43604;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0005640;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0052423;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0048666	neuron development	http://amigo.geneontology.org/amigo/term/GO:0048666	629	24	7.572985323842166	3.169159713599387	4.2023923047967044e-7	1.4515763419485284e-4	32849;35154;35975;37038;37254;38605;39013;41094;41709;41783;42066;42743;42757;43256;43417;43469;43604;43789;43892;44275;44531;45307;48973;246493	FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0010113;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0009791	post-embryonic development	http://amigo.geneontology.org/amigo/term/GO:0009791	650	24	7.825819492046753	3.066771476698484	7.60284448443903e-7	2.4241377221538294e-4	31912;32729;32905;33281;33283;33432;35085;37890;38338;38433;38736;39013;39039;39385;42066;42380;42757;42990;43256;43604;44018;44275;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0003495;FLYBASE:FBgn0004101;FLYBASE:FBgn0004878;FLYBASE:FBgn0005640;FLYBASE:FBgn0010113;FLYBASE:FBgn0014141;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0007166	cell surface receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007166	721	25	8.680639775024167	2.879972058272675	1.3742397697836425e-6	3.842921272817645e-4	31767;32849;33275;33432;35085;35154;35975;37038;38433;38611;38736;38895;39013;39763;41094;41709;42757;42821;43256;43434;43729;43838;44275;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003495;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0005640;FLYBASE:FBgn0015519;FLYBASE:FBgn0015772;FLYBASE:FBgn0019985;FLYBASE:FBgn0020251;FLYBASE:FBgn0025574;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0036570;FLYBASE:FBgn0038197;FLYBASE:FBgn0039632;FLYBASE:FBgn0039862;FLYBASE:FBgn0041184;FLYBASE:FBgn0046113;FLYBASE:FBgn0259211;FLYBASE:FBgn0262579;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0048468	cell development	http://amigo.geneontology.org/amigo/term/GO:0048468	1433	38	17.252922049389227	2.2025254557586806	1.4074556914450281e-6	3.842921272817645e-4	32849;33015;33281;33283;33432;34673;35085;35154;35975;37038;37254;38149;38338;38605;38611;39013;41094;41709;41783;41788;42066;42743;42757;43087;43256;43417;43434;43469;43604;43656;43789;43892;44018;44275;44531;45307;48973;246493	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004380;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0031091;FLYBASE:FBgn0031298;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263929;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0030154	cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0030154	1743	43	20.985235960980756	2.049059637926052	1.5627922651739703e-6	3.842921272817645e-4	31912;32849;33015;33281;33283;33432;34222;34673;35085;35154;35975;37038;37254;37890;38149;38338;38605;38611;39013;39039;41094;41709;41783;41788;42066;42743;42757;43087;43256;43417;43434;43469;43604;43656;43789;43892;44018;44275;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004380;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0011705;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0031091;FLYBASE:FBgn0031298;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263929;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0048869	cellular developmental process	http://amigo.geneontology.org/amigo/term/GO:0048869	1744	43	20.99727568327621	2.047884718408893	1.5873052509804186e-6	3.842921272817645e-4	31912;32849;33015;33281;33283;33432;34222;34673;35085;35154;35975;37038;37254;37890;38149;38338;38605;38611;39013;39039;41094;41709;41783;41788;42066;42743;42757;43087;43256;43417;43434;43469;43604;43656;43789;43892;44018;44275;44531;44849;45307;48973;246493	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003165;FLYBASE:FBgn0003310;FLYBASE:FBgn0003435;FLYBASE:FBgn0003495;FLYBASE:FBgn0003720;FLYBASE:FBgn0004101;FLYBASE:FBgn0004360;FLYBASE:FBgn0004369;FLYBASE:FBgn0004380;FLYBASE:FBgn0004394;FLYBASE:FBgn0004878;FLYBASE:FBgn0010113;FLYBASE:FBgn0011666;FLYBASE:FBgn0011705;FLYBASE:FBgn0014141;FLYBASE:FBgn0015772;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030941;FLYBASE:FBgn0031091;FLYBASE:FBgn0031298;FLYBASE:FBgn0035205;FLYBASE:FBgn0038197;FLYBASE:FBgn0039617;FLYBASE:FBgn0039632;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0052423;FLYBASE:FBgn0085447;FLYBASE:FBgn0259210;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262636;FLYBASE:FBgn0262733;FLYBASE:FBgn0262975;FLYBASE:FBgn0263929;FLYBASE:FBgn0263930;FLYBASE:FBgn0266098
GO:0046552	photoreceptor cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0046552	93	9	1.1196941734774584	8.037909112314576	1.6688198530933078e-6	3.842921272817645e-4	33281;33432;35085;37038;41783;42757;43087;45307;48973	FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0011666;FLYBASE:FBgn0041184;FLYBASE:FBgn0259211;FLYBASE:FBgn0262127;FLYBASE:FBgn0262733
GO:0048707	instar larval or pupal morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048707	454	19	5.46603392213727	3.476012090420914	2.0279846125014503e-6	4.424208536220269e-4	31912;32729;32905;33281;33283;33432;35085;37890;38338;38736;39013;39039;39385;42380;42757;42990;43604;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0051017	actin filament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0051017	34	6	0.40935055804552245	14.657363675397166	2.7818197548183686e-6	5.765321441861069e-4	32729;39385;41788;43780;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0036257;FLYBASE:FBgn0039897;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263929
GO:0007267	cell-cell signaling	http://amigo.geneontology.org/amigo/term/GO:0007267	511	20	6.1522980929782936	3.2508177753653205	2.971713622949043e-6	5.865596651011325e-4	31767;32328;32849;33275;35975;38433;38611;38736;39013;40913;41094;41713;41880;43656;43729;43838;44275;45307;48973;326186	FLYBASE:FBgn0001085;FLYBASE:FBgn0003165;FLYBASE:FBgn0003720;FLYBASE:FBgn0004360;FLYBASE:FBgn0004380;FLYBASE:FBgn0005640;FLYBASE:FBgn0015519;FLYBASE:FBgn0019985;FLYBASE:FBgn0020251;FLYBASE:FBgn0029123;FLYBASE:FBgn0030512;FLYBASE:FBgn0030941;FLYBASE:FBgn0038201;FLYBASE:FBgn0039862;FLYBASE:FBgn0046113;FLYBASE:FBgn0051146;FLYBASE:FBgn0052056;FLYBASE:FBgn0262483;FLYBASE:FBgn0262733;FLYBASE:FBgn0263930
GO:0009886	post-embryonic animal morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0009886	469	19	5.646629756569118	3.364838995844552	3.270008893558369e-6	6.160994028999745e-4	31912;32729;32905;33281;33283;33432;35085;37890;38338;38736;39013;39039;39385;42380;42757;42990;43604;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0002165	instar larval or pupal development	http://amigo.geneontology.org/amigo/term/GO:0002165	566	21	6.814482819228403	3.081671868148874	3.7998051319912662e-6	6.84790968352339e-4	31912;32729;32905;33281;33283;33432;35085;37890;38338;38433;38736;39013;39039;39385;42380;42757;42990;43604;44275;44849;45307	FLYBASE:FBgn0000233;FLYBASE:FBgn0000490;FLYBASE:FBgn0001085;FLYBASE:FBgn0003117;FLYBASE:FBgn0003118;FLYBASE:FBgn0003310;FLYBASE:FBgn0004101;FLYBASE:FBgn0005640;FLYBASE:FBgn0010113;FLYBASE:FBgn0020251;FLYBASE:FBgn0028789;FLYBASE:FBgn0029123;FLYBASE:FBgn0030993;FLYBASE:FBgn0031298;FLYBASE:FBgn0036257;FLYBASE:FBgn0038755;FLYBASE:FBgn0039257;FLYBASE:FBgn0041184;FLYBASE:FBgn0052296;FLYBASE:FBgn0263706;FLYBASE:FBgn0263930
GO:0061572	actin filament bundle organization	http://amigo.geneontology.org/amigo/term/GO:0061572	38	6	0.4575094472273486	13.114483288513254	5.488931699662158e-6	9.365143497561348e-4	32729;39385;41788;43780;45307;48973	FLYBASE:FBgn0001085;FLYBASE:FBgn0036257;FLYBASE:FBgn0039897;FLYBASE:FBgn0262733;FLYBASE:FBgn0263706;FLYBASE:FBgn0263929
